id,age,sex,What is your sex?-TEXT,ori,What is your sexual orientation?-TEXT,asian,black,hispanic,native,hawaii,white,other,preferno,language,zip,educ,momeduc,dadeduc,poli,eatmeat,oftmeat,likemeat,goodappear,ethic,environ,goodhealth,partner,cost,avail,taste,badappear,badhealth,percentmeat,percentveg,percentvegan,percentother,compare_point,accurate,admirable,alert,ambitious,amiable,amusing,attentive,capable,cautious,cheerful,clean-cut,clever,competent,composed,confident,considerate,constructive,cool-headed,cooperative,cordial,courteous,cultured,curious,decent,dependable,direct,disciplined,educated,emotional,energetic,enthusiastic,ethical,forgiving,good,grateful,happy,healthy,helpful,honest,honorable,hopeful,humorous,independent,inquisitive,intellectual,kind,lighthearted,likable,logical,mathematical,mature,modest,moral,observant,optimistic,original,outgoing,outstanding,passionate,patient,persistent,persuasive,philosophical,pleasant,positive,practical,proficient,progressive,prompt,punctual,purposeful,rational,refined,relaxed,reliable,responsible,righteous,sensible,skillful,sophisticated,strong-minded,studious,tactful,talkative,tender,thorough,thoughtful,tolerant,tough,trustful,trusting,truthful,understanding,venturesome,well-mannered,wellread,well-spoken,wholesome,witty,absent-minded,abusive,aggressive,aimless,angry,authoritative,bad,bashful,belligerent,boastful,boring,bossy,bragging,careless,cold-hearted,conceited,cruel,cunning,cynical,disagreeable,disturbed,dominating,egotistical,fearful,finicky,foolish,frivolous,frustrated,gloomy,gossipy,greedy,grouchy,gullible,high-strung,hostile,hypochondriac,ill-mannered,ill-tempered,impolite,indifferent,inhibited,insolent,insulting,irresponsible,irritating,jealous,jumpy,lackingimagination,loud-mouthed,maladjusted,malicious,materialistic,meddlesome,mediocre,melancholy,messy,misfit,moody,naive,narrow-minded,nosey,obnoxious,overconfident,pessimistic,petty,phony,possessive,prejudiced,profane,quarrelsome,radical,rash,rebellious,rigid,rude,sad,scheming,scolding,selfish,shallow,short-tempered,showy,shrewd,smug,solemn,spiteful,squeamish,stingy,strict,superficial,superstitious,theatrical,timid,troublesome,underhanded,unreasonable,unreliable,wasteful,weak,wishy-washy,feeltired,feelnervous,needcalm,feelhopeless,feelrestless,sitstill,feeldepressed,nocheer,feeleffort,feelworthless,last30,unablework,nodays,seeprofess,physicalhealth,tip_extrovert,tip_critical,tip_dependable,tip_anxious,tip_open,tip_reserved,tip_sympathetic,tip_disorganized,tip_calm,tip_conventional,oft_drink,typ_drinks,oft_six,cutback,criticized,feltguilty,steadynerves,K10,tip_reservedR,tip_criticalR,tip_disorgR,tip_anxR,tip_convenR,TIPI_Total,TIPI_Extroversion,TIPI_Agreeableness,TIPI_Conscientiousness,TIPI_EmoStab,TIPI_Openness,oftdrink,typdrink,oftsix,AUDITC,cutbk,critic,guilty,nerves,CAGE
R_3JjZ26L6y40QkUZ,25,1,,1,,,,,,,1,,,English,93101,5,5,5,2,1,5,5,,,,,,,,,,,,,,,Santa Barbara,6,5,5,5,6,5,6,5,6,5,5,5,6,6,4,5,5,6,5,5,5,5,6,6,6,5,5,6,5,5,5,5,6,5,5,6,6,5,5,6,3,5,6,4,5,5,6,6,5,5,5,5,6,6,5,6,6,5,5,5,5,6,3,6,6,6,5,5,5,5,6,6,6,5,6,5,5,6,5,5,6,5,6,6,5,6,5,5,4,4,5,5,6,5,6,6,5,4,6,2,2,3,2,2,5,2,5,4,2,2,2,2,2,3,2,2,6,3,3,2,3,5,3,2,2,3,2,2,5,2,3,3,2,2,3,2,2,3,5,2,3,2,4,3,2,2,2,2,2,2,4,2,2,5,5,2,2,3,2,2,3,5,2,3,2,5,2,3,2,5,2,2,2,3,2,2,2,2,2,3,6,5,6,2,2,2,5,3,3,5,5,3,2,3,2,2,2,2,2,3,4,5,5,4,5,3,5,4,4,6,3,2,0,5,5,2,6,3,5,4,6,3,5,2,2,1,2,2,2,2,2,42,4,6,5,5,6,53,9,12,11,10,11,1,0,1,2,1,1,1,1,4
R_2v7E1Gnp16jKPs8,40,1,,1,,,,,,,1,,,English,59711,4,3,4,4,1,4,4,,,,,,,,,,,,,,,Southwest Montana,5,4,3,3,6,5,5,4,6,2,3,5,4,3,3,6,4,5,6,6,6,5,6,5,5,3,5,5,5,3,3,5,5,4,4,2,4,5,6,5,2,5,3,6,5,6,5,4,5,5,5,5,5,5,2,5,2,4,5,5,5,4,6,4,2,5,4,3,6,6,3,5,5,2,6,6,5,5,3,3,5,5,5,2,5,5,5,5,3,5,5,6,5,5,6,6,5,5,5,3,2,2,6,3,2,2,6,2,3,5,3,4,2,3,3,2,4,5,4,5,2,3,6,6,4,3,6,6,5,2,6,5,3,2,4,2,3,2,2,5,3,3,3,5,5,6,2,3,5,2,5,5,5,4,3,3,6,5,2,5,2,3,6,3,3,5,2,2,3,4,3,3,5,2,6,3,3,2,3,4,5,5,3,5,3,5,2,3,2,5,4,6,2,2,3,2,3,5,3,3,2,3,4,2,4,3,4,4,4,5,2,10,0,5,2,5,5,6,5,6,6,3,3,3,2,5,2,1,2,1,1,33,2,3,5,2,5,38,4,9,10,5,10,1,4,1,6,0,1,0,0,1
R_1Lb4xPVMfkl8bzr,25,1,,1,,,,,,,1,,,Armenian,33023,3,1,8,4,1,2,2,,,,,,,,,,,,,,,South Florida,5,1,7,3,6,4,7,7,6,5,5,4,6,7,5,7,6,6,5,6,7,1,5,4,5,7,7,5,5,2,4,7,7,4,7,5,7,7,7,4,6,4,4,5,5,6,5,1,6,4,7,7,7,6,5,1,1,1,5,7,7,4,1,4,4,6,6,2,7,5,7,7,7,5,5,7,6,6,2,4,7,1,4,6,4,7,7,6,6,1,1,7,7,1,7,5,6,5,4,1,1,1,1,2,1,1,4,2,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,6,2,1,1,4,1,2,1,2,1,1,1,1,6,1,1,1,1,1,1,2,2,1,1,1,2,1,2,3,5,5,2,1,2,1,1,4,1,1,1,1,2,2,1,1,1,7,1,4,1,6,1,1,1,1,1,1,6,1,2,1,6,1,1,1,1,1,1,1,1,1,2,1,5,4,5,5,4,5,5,5,4,5,5,0,0,0,4,1,2,7,1,4,1,7,1,7,4,1,,,2,2,2,2,47,7,6,7,7,4,57,8,13,14,14,8,0,,,,1,1,1,1,4
R_0lJt6u4SHYbgxXj,25,1,,1,,,,,1,,1,,,English,74015,7,3,4,3,1,4,4,,,,,,,,,,,,,,,Tulsa,4,4,3,3,4,5,5,4,3,3,4,6,4,5,4,4,4,5,4,4,4,6,6,4,4,4,4,7,4,4,4,4,4,4,4,4,5,4,4,4,4,6,4,5,7,4,6,4,6,4,6,4,2,5,2,4,4,4,4,4,4,4,7,4,4,4,4,3,5,5,4,5,6,4,4,4,2,4,4,6,4,7,4,4,4,5,6,4,4,4,3,4,4,4,4,7,7,2,6,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,6,4,4,4,4,4,4,3,3,5,6,4,4,4,2,4,4,4,4,4,4,6,5,4,4,4,4,4,4,3,4,4,4,2,4,4,7,4,5,5,3,2,4,4,4,6,3,4,4,4,5,4,4,4,4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,2,3,5,4,4,4,4,4,4,4,5,4,5,4,5,5,5,5,5,5,6,0,0,0,5,3,1,6,3,6,5,3,2,6,3,1,,,2,2,2,2,48,3,7,6,5,5,50,6,10,12,11,11,0,,,,1,1,1,1,4
R_3KI2ssmxOVsw2wt,40,2,,1,,,,,,,1,,,English,87031,4,1,7,1,1,4,4,,,,,,,,,,,,,,,Los Lunas; New Mexico,6,5,6,4,6,5,6,6,4,6,7,5,6,6,6,6,6,6,6,6,6,5,4,5,6,5,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,4,6,4,3,6,5,6,4,3,6,6,6,5,6,3,6,5,6,6,6,4,4,6,6,6,4,4,6,6,6,4,3,6,6,6,4,6,5,3,5,4,5,6,6,6,6,4,6,6,6,6,6,5,6,3,6,6,5,3,2,2,4,2,2,2,3,2,2,6,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,5,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,4,4,5,5,4,5,5,5,4,5,5,0,0,0,4,5,2,6,2,6,5,6,2,6,2,2,1,1,2,2,2,2,46,3,6,6,6,6,56,8,12,12,12,12,1,0,0,1,1,1,1,1,4
R_Qifp5ioyZyZM87L,41,2,,2,,,,,,,1,,,english,15241,4,3,3,1,1,2,2,,,,,,,,,,,,,,,Pittsburgh,6,5,5,4,5,7,6,6,5,5,4,7,7,6,5,6,6,6,6,7,6,5,6,6,6,4,5,4,3,5,5,6,5,6,6,5,6,6,6,5,6,7,6,7,6,6,6,6,6,5,6,7,6,6,5,5,4,4,5,6,6,4,5,6,6,7,5,6,6,6,6,6,3,6,6,6,4,7,5,4,5,5,6,4,5,6,6,6,3,5,5,6,6,5,7,7,7,6,7,2,1,2,3,1,3,2,4,2,2,2,2,1,2,1,1,1,5,3,2,1,2,1,1,1,2,1,2,1,4,1,1,2,1,1,1,1,1,1,4,2,2,1,2,1,1,1,3,1,1,1,2,3,3,2,4,5,3,3,1,3,1,2,3,2,1,2,2,3,1,5,1,5,2,1,1,1,2,2,1,2,2,3,1,2,1,1,3,2,2,2,5,4,1,1,1,2,1,2,4,4,5,5,4,5,5,4,5,5,4,4,0,3,0,5,4,2,6,2,6,4,5,3,6,2,5,2,2,1,2,2,2,46,4,6,5,6,6,54,8,11,11,12,12,4,1,1,6,0,1,1,1,3
R_2SIevByIsaaz2X4,53,2,,1,,,,,,,1,,,English,33317,5,4,3,2,1,4,4,,,,,,,,,,,,,,,Ft.Lauderdale,6,5,6,5,5,5,5,6,5,5,6,5,6,5,6,6,6,5,6,5,5,4,4,5,6,5,6,6,5,5,5,6,5,5,6,6,4,5,6,5,6,5,6,5,6,6,5,5,6,6,5,4,6,5,5,5,5,5,6,4,6,5,5,5,4,5,5,5,6,6,5,5,4,4,6,6,4,5,6,5,6,6,5,5,5,6,5,6,5,5,5,6,5,5,5,5,6,5,5,1,1,5,1,3,6,1,2,1,2,1,6,2,2,2,2,1,6,4,4,1,5,1,1,1,1,1,1,2,3,3,5,2,1,2,4,2,3,1,2,4,2,3,1,1,3,3,2,3,1,1,2,5,1,1,4,2,5,2,1,5,1,4,2,2,2,5,2,5,4,1,2,3,4,2,2,1,3,2,1,6,2,6,2,2,5,2,2,5,1,2,2,2,2,1,3,1,2,1,1,5,5,5,5,5,5,5,5,5,5,,,,,,5,4,6,2,5,5,6,3,6,4,2,1,2,2,2,2,2,50,3,4,5,6,4,50,8,10,11,12,9,1,0,1,2,1,1,1,1,4
R_3QLxd8mceOjJ8fL,28,2,,1,,,,,,,1,,,English,85119,4,2,3,2,1,3,3,,,,,,,,,,,,,,,"Mesa, AZ",5,5,5,3,5,3,6,6,5,5,2,5,6,5,6,5,6,3,6,5,6,3,5,5,6,5,6,4,5,3,3,5,6,5,5,5,5,5,5,5,6,3,6,7,6,5,4,5,6,5,5,5,5,5,5,2,3,3,3,5,6,3,2,5,6,6,6,6,6,7,6,5,3,5,6,7,5,5,6,3,6,6,2,3,4,7,5,6,5,6,5,6,6,3,6,6,5,3,4,1,1,2,1,2,5,1,1,1,3,2,5,1,1,2,1,1,4,5,1,2,5,1,1,1,1,1,5,2,1,1,3,1,1,1,1,1,1,2,1,2,2,1,1,3,1,2,5,1,1,1,1,1,1,2,1,2,5,1,1,2,2,4,1,1,1,4,1,3,3,2,2,3,1,1,1,1,2,1,1,5,1,3,2,2,2,1,1,4,1,1,2,2,1,2,1,1,1,1,1,4,5,5,5,4,5,5,5,5,5,5,0,0,0,5,4,5,7,3,6,5,5,1,4,6,3,1,1,2,2,2,2,48,3,3,7,5,2,46,7,8,14,9,8,2,0,0,2,1,1,1,1,4
R_xDk77QFZuqb0tuF,34,1,,1,,,,,,,1,,,english,47403,7,3,3,2,1,4,2,1,7,5,2,2,5,5,2,1,6,100,0,0,0,"Kissimmee, FL",6,5,5,4,4,3,5,6,4,5,5,5,5,6,4,5,4,4,5,4,5,5,4,5,4,5,4,6,4,4,5,5,4,5,4,4,4,4,5,4,5,5,4,4,6,5,4,5,7,7,5,5,5,5,6,4,3,5,4,5,4,5,3,4,4,5,5,5,7,7,5,6,5,4,5,6,4,4,5,5,5,6,5,3,4,5,5,5,4,5,5,5,5,3,5,4,5,4,5,2,2,2,2,3,2,2,2,2,2,3,2,2,4,3,1,2,4,2,3,2,2,2,2,2,2,4,2,2,3,2,2,2,3,2,2,2,2,1,3,2,2,3,2,2,2,2,3,2,2,2,4,2,2,2,1,2,1,2,2,2,3,3,2,2,2,2,2,1,2,1,3,1,2,3,2,3,2,4,3,2,3,3,2,2,2,2,3,4,3,2,1,2,1,2,2,2,2,1,2,4,1,1,1,1,1,1,1,1,1,5,0,0,0,5,1,3,6,3,3,7,5,1,7,7,2,1,2,2,2,2,2,13,1,5,7,5,1,41,2,10,13,12,4,1,0,1,2,1,1,1,1,4
R_2cwk8tUbPPKDMOF,27,1,,2,,,,,,,1,,,English,28472,4,3,4,1,1,5,5,,,,,,,,,,,,,,,Whiteville,6,4,6,5,6,3,5,5,5,2,5,6,6,7,3,5,6,7,3,4,4,6,4,6,5,7,4,6,1,2,5,6,6,5,5,5,5,5,7,6,6,3,3,3,7,4,3,4,7,6,6,3,5,6,6,6,1,5,6,6,6,5,7,4,7,6,6,7,6,6,5,7,6,6,6,4,2,6,7,6,7,6,6,1,2,6,6,7,6,4,4,6,6,2,6,5,5,4,7,1,1,1,2,2,1,3,7,2,1,5,1,3,2,6,5,1,6,1,3,1,1,3,1,6,1,5,2,2,1,1,3,1,2,1,1,1,5,1,7,6,3,1,3,1,2,3,1,1,6,1,6,1,1,1,2,6,3,1,1,1,2,2,1,2,1,1,1,1,1,6,1,6,2,1,1,1,1,1,1,3,1,6,5,6,2,2,2,2,1,1,1,7,2,1,1,1,1,2,1,5,3,5,4,5,5,3,4,3,5,5,3,7,0,5,1,2,2,1,5,7,3,2,7,3,1,,,2,2,2,2,42,1,6,6,7,5,43,2,9,8,14,10,0,,,,1,1,1,1,4
R_1OSIejsz0EsxDn6,36,1,,1,,,,,,,1,,,English,90275,5,7,7,1,1,4,4,,,,,,,,,,,,,,,Rancho Palos Verdes,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,7,5,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,5,7,7,7,5,7,7,7,7,7,7,7,7,7,6,1,1,2,1,1,1,1,1,1,7,5,6,6,1,2,7,1,4,1,2,1,6,6,1,1,1,2,2,1,7,1,2,1,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,7,7,6,1,1,3,1,1,1,1,1,1,1,5,5,1,3,2,1,1,1,6,3,7,1,1,1,1,5,4,1,6,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,0,0,0,5,7,1,7,1,7,1,7,1,7,1,3,2,1,2,2,2,2,49,7,7,7,7,7,70,14,14,14,14,14,2,1,0,3,1,1,1,1,4
R_2flCtkyNR2Tvhp9,30,1,,1,,,,,,,1,,,English,80020,5,4,3,1,1,3,3,,,,,,,,,,,,,,,Fort Collins,7,4,5,6,6,5,6,6,5,5,5,5,7,6,6,7,5,6,6,5,6,5,7,6,6,5,6,6,3,3,5,5,6,6,6,5,5,5,6,4,7,3,6,6,6,5,5,5,6,6,6,7,6,7,7,5,2,4,5,6,7,3,6,6,6,6,6,6,4,6,5,6,6,6,6,6,2,6,5,4,6,5,6,1,4,7,7,6,4,5,5,6,6,5,6,4,5,5,6,1,1,2,1,2,1,1,5,1,2,3,1,1,1,2,2,1,5,2,3,1,1,3,3,2,1,2,2,3,2,3,2,2,4,1,2,1,3,2,3,4,1,1,2,2,2,2,1,1,1,1,5,2,4,2,2,1,4,3,1,2,1,3,3,2,2,3,2,3,2,1,1,1,3,2,3,4,1,3,1,2,1,4,2,2,1,2,2,2,2,2,1,4,1,1,1,2,3,3,2,5,4,5,5,4,5,5,5,5,5,5,0,0,0,5,2,3,6,3,5,6,6,2,7,1,3,1,1,1,2,1,2,48,2,5,6,5,7,51,4,11,12,12,12,2,0,0,2,0,1,0,1,2
R_2bKtfTWOAyk338t,28,2,,1,,1,,,,,,,,english,22152,5,5,7,3,1,4,3,7,7,7,7,7,7,7,7,7,7,94,5,4,4,"springfield, va",5,5,6,6,5,5,6,6,3,6,5,6,6,6,6,6,6,6,5,5,6,6,6,5,6,3,3,6,2,6,6,5,6,5,5,6,3,5,6,4,6,3,6,6,6,5,6,5,6,5,6,6,4,7,7,6,5,4,7,6,6,6,6,5,6,6,6,6,3,3,6,6,6,6,5,5,6,6,6,5,6,3,5,5,3,6,6,6,5,6,6,6,6,6,5,5,5,6,6,5,2,2,2,2,5,2,2,3,5,2,5,4,5,2,3,2,2,3,4,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,5,2,2,2,2,2,2,2,2,5,2,5,6,2,2,5,2,5,2,5,2,2,2,2,4,2,2,6,5,5,2,2,2,2,2,5,4,1,4,3,2,5,2,5,5,2,2,2,2,2,2,2,4,4,2,2,2,5,5,5,5,5,5,5,5,5,5,,0,0,0,5,5,3,3,1,6,3,6,5,6,1,3,1,1,2,2,2,2,50,5,5,3,7,7,53,10,11,6,13,13,2,0,0,2,1,1,1,1,4
R_ANaHXHgfN7vibg5,59,1,,1,,,,,,,1,,,English,44004,7,3,3,2,1,3,3,,,,,,,,,,,,,,,Tennessee,6,6,5,6,5,5,6,6,5,4,6,6,6,6,6,5,6,4,6,6,5,7,6,6,6,5,6,7,4,4,5,6,6,6,7,6,4,4,6,5,6,5,6,6,6,5,4,4,6,4,6,5,6,6,5,5,3,6,4,6,7,4,6,3,6,6,6,7,6,6,6,6,6,5,6,6,4,6,6,6,5,7,4,2,4,6,6,5,5,6,6,6,5,4,5,6,7,6,5,4,2,3,2,5,4,3,3,4,3,5,3,3,2,4,3,3,5,5,5,3,3,4,3,5,2,3,3,3,2,5,6,2,4,4,2,5,4,4,4,4,4,2,2,3,4,3,3,2,3,3,5,2,2,4,4,5,5,2,2,2,4,5,5,4,3,4,3,5,5,3,3,6,3,5,3,3,4,5,3,5,3,4,4,3,2,3,5,3,3,2,4,3,3,2,2,2,3,3,5,4,4,5,5,4,5,4,5,4,5,5,0,0,0,5,2,5,6,4,5,3,4,2,4,4,2,1,1,2,2,2,2,45,5,3,6,4,4,43,7,7,12,8,9,1,0,0,1,1,1,1,1,4
R_1CeTanawVDJrO5D,29,1,,1,,,,,,,1,,,english,95843,3,4,1,1,1,5,5,,,,,,,,,,,,,,,Sacramento,3,6,6,2,6,6,5,4,2,5,3,4,5,5,3,6,4,6,6,6,6,3,5,6,2,6,6,4,5,4,5,3,6,5,5,3,2,5,4,2,6,3,6,6,2,2,6,6,6,4,4,5,4,4,6,6,5,6,6,6,5,5,5,6,5,3,6,7,5,6,4,2,2,2,6,2,4,6,6,2,2,5,4,5,2,6,6,5,2,5,2,3,5,4,2,2,2,4,2,2,5,6,6,4,6,5,4,3,4,3,2,6,6,6,4,6,4,6,3,2,4,6,3,3,5,3,3,2,4,5,7,6,3,6,3,5,5,5,2,3,3,4,6,4,4,5,3,6,4,4,3,4,3,2,3,3,2,5,3,4,5,3,3,4,5,5,6,6,6,3,4,3,3,5,3,5,5,5,4,5,5,6,5,7,3,4,4,4,3,3,5,3,5,5,4,5,5,6,4,4,5,3,3,3,4,4,3,4,4,,2,1,0,3,6,5,4,4,5,3,6,7,3,5,1,,,2,2,2,2,37,5,3,1,4,3,40,11,9,5,7,8,0,,,,1,1,1,1,4
R_9o9dwzAHynm02jL,25,2,,1,,,,,,,1,,,English,14086,2,4,3,4,1,4,4,,,,,,,,,,,,,,,Nixa,5,7,5,5,7,6,6,7,5,7,5,5,6,5,7,7,5,5,7,5,6,6,7,7,6,5,5,5,5,5,7,7,7,7,7,7,6,7,7,6,7,7,5,5,5,7,5,5,5,3,6,6,5,7,7,5,5,5,5,6,5,5,3,7,7,5,5,6,5,5,5,7,3,7,7,7,5,6,7,5,5,3,5,6,5,7,7,5,5,7,6,5,7,5,7,3,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,5,4,4,5,5,3,5,5,0,0,0,5,6,1,6,5,5,5,7,3,7,1,3,1,1,2,2,2,2,41,3,7,5,3,7,56,9,14,11,10,12,2,0,0,2,1,1,1,1,4
R_3n1y4HeIWuGMMuB,29,2,,1,,1,,,,,,,,English,33177,4,3,3,2,1,3,3,,,,,,,,,,,,,,,South Dakota; Yankton County,6,7,7,5,7,5,7,6,7,5,5,5,7,6,6,7,5,7,6,5,6,7,7,7,7,7,5,6,4,5,6,7,6,7,6,6,6,6,7,7,6,5,5,6,6,7,7,7,6,1,6,7,5,7,6,5,2,5,6,6,6,4,6,7,6,7,7,6,7,6,7,7,5,7,7,6,6,7,6,5,6,3,5,1,6,7,7,7,6,6,7,7,7,4,5,7,5,7,3,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,3,5,4,1,1,1,1,1,2,1,1,1,1,1,1,4,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,1,1,7,2,6,7,7,1,7,1,2,1,1,2,2,2,2,50,1,7,7,6,7,56,2,14,14,13,13,1,0,0,1,1,1,1,1,4
R_3qEe1qNzaoQz8Xc,32,2,,1,,,,,,,1,,,English,20194,5,3,7,2,1,3,3,,,,,,,,,,,,,,,Fairfax,5,4,4,2,3,3,6,5,7,2,3,4,5,5,2,6,5,6,4,2,5,6,6,6,5,2,7,5,2,4,4,5,5,5,4,4,4,5,5,4,3,3,4,6,6,5,3,5,6,6,6,7,6,5,2,5,1,4,2,7,6,4,5,4,2,5,5,5,6,6,6,6,3,4,6,6,1,5,4,3,6,6,4,2,2,7,5,7,4,5,3,6,5,2,6,4,5,4,2,2,2,2,2,2,4,2,6,2,1,6,5,2,1,2,1,2,4,7,2,2,2,2,5,6,2,1,2,4,2,2,2,3,4,2,4,2,2,2,6,7,2,2,2,2,2,2,2,1,2,2,2,2,6,2,1,2,2,3,2,3,2,1,7,2,2,2,4,2,2,2,1,2,2,2,2,2,2,2,2,1,1,4,1,4,2,3,7,2,1,2,1,6,2,2,2,2,5,4,2,4,3,5,5,5,5,5,5,4,4,,0,2,0,4,1,3,7,5,6,7,5,1,4,2,1,,,2,2,2,2,45,1,5,7,3,6,45,2,10,14,7,12,0,,,,1,1,1,1,4
R_DcM4ZWcBPEaER7H,39,1,,1,,,,,,,1,,,English,3865,3,3,5,3,1,4,4,,,,,,,,,,,,,,,Pittsfield,6,6,6,5,6,7,6,6,6,6,2,6,6,6,6,6,6,6,6,4,6,4,6,6,6,6,6,6,5,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,7,4,6,6,7,6,6,6,3,4,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,4,6,6,4,7,6,6,6,6,6,6,6,4,6,6,6,6,2,6,4,5,6,6,6,1,1,1,1,5,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,,,,5,2,2,6,2,4,6,7,5,6,2,3,1,1,2,2,2,2,50,2,6,3,6,6,48,4,13,9,12,10,2,0,0,2,1,1,1,1,4
R_3eoN0h3LWH1DL8J,61,2,,1,,,,,,,1,,,English,95610,3,3,4,3,1,4,4,,,,,,,,,,,,,,,Oroville California,6,5,4,3,5,6,6,6,5,7,6,4,6,4,6,7,5,5,5,7,6,2,7,7,6,7,5,3,4,5,6,7,6,7,6,7,5,7,7,7,7,7,6,6,2,7,7,7,2,1,6,6,7,7,7,6,7,5,7,5,6,4,2,7,7,4,5,5,6,6,6,3,2,7,7,7,5,4,5,2,7,2,4,7,6,5,6,6,5,7,7,7,7,5,6,4,4,6,7,2,1,1,1,3,3,1,1,1,1,1,4,1,3,1,1,1,1,1,2,1,3,1,1,2,4,3,3,1,5,1,2,2,1,1,1,1,1,4,1,1,1,5,1,2,3,1,1,3,1,1,1,1,1,1,5,1,1,4,1,4,1,1,1,1,1,1,1,4,3,1,5,1,1,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,3,1,3,1,1,4,5,5,5,5,5,5,5,5,5,,3,0,0,4,7,2,6,1,7,1,7,1,7,2,2,1,1,2,2,2,2,49,7,6,7,7,6,67,14,13,13,14,13,1,0,0,1,1,1,1,1,4
R_2YD6CNiqYTJ49IY,31,2,,1,,,,,,,1,,,English,18013,5,4,5,4,1,4,4,,,,,,,,,,,,,,,Pennsylvania,5,6,5,4,6,6,6,6,4,6,5,4,6,5,5,6,6,6,7,5,5,4,5,7,6,6,5,4,2,6,4,6,6,5,4,5,4,6,6,6,6,6,6,4,2,6,6,6,5,2,4,6,6,5,6,6,6,4,2,5,5,4,2,5,6,5,4,2,6,5,6,5,2,5,6,6,2,6,5,2,5,4,6,4,4,5,6,6,6,6,6,6,6,4,4,3,4,6,2,3,1,1,3,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,5,1,1,1,1,1,1,1,1,2,4,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,5,1,2,1,1,1,1,2,1,1,2,1,1,1,5,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,3,4,4,5,4,3,3,3,5,4,5,5,0,4,0,4,5,2,5,2,5,4,5,2,6,2,5,1,1,2,2,2,2,40,4,6,6,6,6,54,9,11,11,12,11,4,0,0,4,1,1,1,1,4
